HOOMD-blue 2.9.6 CUDA (10.2) DOUBLE HPMC_MIXED TBB SSE SSE2 SSE3 
Compiled: 03/17/2021
Copyright (c) 2009-2019 The Regents of the University of Michigan.
-----
You are using HOOMD-blue. Please cite the following:
* J A Anderson, J Glaser, and S C Glotzer. "HOOMD-blue: A Python package for
  high-performance molecular dynamics and hard particle Monte Carlo
  simulations", Computational Materials Science 173 (2020) 109363
-----
HOOMD-blue is running on the following GPU(s):
 [0]  Tesla P100-PCIE-12GB  56 SM_6.0 @ 1.33 GHz, 12198 MiB DRAM, MNG
run.py:007  |  system = read_gsd("/home/erjank_project/chrisjones/pekk-msibi-final/learning-runs/single-chains/workspace/b83dce273531102fa2c624e593dddb4c/components.gsd", frame=-1, time_step=0)
notice(2): Group "all" created containing 60 particles
run.py:009  |  nl = hoomd.md.nlist.tree()
-----
You are using tree neighbor lists. Please cite the following:
* M P Howard, J A Anderson, A Nikoubashman, S C Glotzer, and A Z
  Panagiotopoulos. "Efficient neighbor list calculation for molecular simulation
  of colloidal systems using graphics processing units", Computer Physics
  Communications 203 (2016) 45--52
* M P Howard, A Statt, F Madutsa, T M Truskett, and A Z Panagiotopoulos.
  "Quantized bounding volume hierarchies for neighbor search in molecular
  simulations on graphics processing units", Computational Materials Science 164
  (2019) 139--146
-----
run.py:010  |  nl.reset_exclusions(exclusions=['1-2', '1-3'])
notice(2): -- Neighborlist exclusion statistics -- :
notice(2): Particles with 2 exclusions             : 2
notice(2): Particles with 3 exclusions             : 2
notice(2): Particles with 4 exclusions             : 56
notice(2): Neighbors included by diameter          : no
notice(2): Neighbors excluded when in the same body: no
run.py:012  |  table=hoomd.md.pair.table(width=101,nlist=nl)
run.py:013  |  table.set_from_file('E', 'E', filename='/home/erjank_project/chrisjones/pekk-msibi-final/msibi-runs/pairs-6.5kT/workspace/b0a23d31f30e96810cc01f23a4fe909f/E-E_final.txt')
run.py:014  |  table.set_from_file('K', 'K', filename='/home/erjank_project/chrisjones/pekk-msibi-final/msibi-runs/pairs-6.5kT/workspace/b0a23d31f30e96810cc01f23a4fe909f/K-K_final.txt')
run.py:015  |  table.set_from_file('E', 'K', filename='/home/erjank_project/chrisjones/pekk-msibi-final/msibi-runs/pairs-6.5kT/workspace/b0a23d31f30e96810cc01f23a4fe909f/E-K_final.txt')
run.py:016  |  harmonic_bond = hoomd.md.bond.harmonic()
run.py:017  |  harmonic_bond.bond_coeff.set('E-K', k=850, r0=1.47)
run.py:018  |  harmonic_bond.bond_coeff.set('K-K', k=1450, r0=1.53)
run.py:019  |  atable = hoomd.md.angle.table(width=200)
run.py:020  |  atable.set_from_file('E-K-K', '/home/erjank_project/chrisjones/pekk-msibi-final/msibi-runs/angles/second-run-shallower/potentials/angle_pot.E-K-K')
run.py:021  |  atable.set_from_file('K-E-K', '/home/erjank_project/chrisjones/pekk-msibi-final/msibi-runs/angles/second-run-shallower/potentials/angle_pot.K-E-K')
run.py:022  |  harmonic_dihedral = hoomd.md.dihedral.harmonic()
run.py:023  |  harmonic_dihedral.dihedral_coeff.set('E-K-K-E', k=16, d=-1, n=1, phi0=0)
run.py:024  |  harmonic_dihedral.dihedral_coeff.set('K-E-K-K', k=12, d=-1, n=1, phi0=0)
run.py:026  |  _all = hoomd.group.all()
run.py:027  |  hoomd.md.integrate.mode_standard(0.0003)
run.py:029  |  integrator = hoomd.md.integrate.nvt(group=_all, **integrator_kwargs)
run.py:000  |  
import hoomd
import hoomd.md
from hoomd.init import read_gsd

hoomd.context.initialize("")
system = read_gsd("/home/erjank_project/chrisjones/pekk-msibi-final/learning-runs/single-chains/workspace/b83dce273531102fa2c624e593dddb4c/components.gsd", frame=-1, time_step=0)

nl = hoomd.md.nlist.tree()
nl.reset_exclusions(exclusions=['1-2', '1-3'])

table=hoomd.md.pair.table(width=101,nlist=nl)
table.set_from_file('E', 'E', filename='/home/erjank_project/chrisjones/pekk-msibi-final/msibi-runs/pairs-6.5kT/workspace/b0a23d31f30e96810cc01f23a4fe909f/E-E_final.txt')
table.set_from_file('K', 'K', filename='/home/erjank_project/chrisjones/pekk-msibi-final/msibi-runs/pairs-6.5kT/workspace/b0a23d31f30e96810cc01f23a4fe909f/K-K_final.txt')
table.set_from_file('E', 'K', filename='/home/erjank_project/chrisjones/pekk-msibi-final/msibi-runs/pairs-6.5kT/workspace/b0a23d31f30e96810cc01f23a4fe909f/E-K_final.txt')
harmonic_bond = hoomd.md.bond.harmonic()
harmonic_bond.bond_coeff.set('E-K', k=850, r0=1.47)
harmonic_bond.bond_coeff.set('K-K', k=1450, r0=1.53)
atable = hoomd.md.angle.table(width=200)
atable.set_from_file('E-K-K', '/home/erjank_project/chrisjones/pekk-msibi-final/msibi-runs/angles/second-run-shallower/potentials/angle_pot.E-K-K')
atable.set_from_file('K-E-K', '/home/erjank_project/chrisjones/pekk-msibi-final/msibi-runs/angles/second-run-shallower/potentials/angle_pot.K-E-K')
harmonic_dihedral = hoomd.md.dihedral.harmonic()
harmonic_dihedral.dihedral_coeff.set('E-K-K-E', k=16, d=-1, n=1, phi0=0)
harmonic_dihedral.dihedral_coeff.set('K-E-K-K', k=12, d=-1, n=1, phi0=0)

_all = hoomd.group.all()
hoomd.md.integrate.mode_standard(0.0003)
integrator_kwargs = {'tau': 0.01, 'kT': 6.5}
integrator = hoomd.md.integrate.nvt(group=_all, **integrator_kwargs)


hoomd.dump.gsd(
run.py:040  |  hoomd.run(6000000)
notice(2): Notice: Possible typo? Force coeff phi0 is specified for type E-K-K-E, but is not used by the dihedral force
notice(2): Notice: Possible typo? Force coeff phi0 is specified for type K-E-K-K, but is not used by the dihedral force
** starting run **
Time 00:00:10 | Step 81030 / 6000000 | TPS 8102.97 | ETA 00:12:10
Time 00:00:20 | Step 169892 / 6000000 | TPS 8886.18 | ETA 00:10:56
Time 00:00:30 | Step 255039 / 6000000 | TPS 8514.62 | ETA 00:11:14
Time 00:00:40 | Step 342227 / 6000000 | TPS 8718.75 | ETA 00:10:48
Time 00:00:50 | Step 429328 / 6000000 | TPS 8710.01 | ETA 00:10:39
Time 00:01:00 | Step 515401 / 6000000 | TPS 8606.88 | ETA 00:10:37
Time 00:01:10 | Step 604526 / 6000000 | TPS 8912.41 | ETA 00:10:05
Time 00:01:20 | Step 694059 / 6000000 | TPS 8953.22 | ETA 00:09:52
Time 00:01:30 | Step 783600 / 6000000 | TPS 8954.01 | ETA 00:09:42
Time 00:01:40 | Step 868090 / 6000000 | TPS 8448.94 | ETA 00:10:07
Time 00:01:50 | Step 958275 / 6000000 | TPS 9018.49 | ETA 00:09:19
Time 00:02:00 | Step 1049951 / 6000000 | TPS 9167.52 | ETA 00:08:59
Time 00:02:10 | Step 1137138 / 6000000 | TPS 8718.68 | ETA 00:09:17
Time 00:02:20 | Step 1223896 / 6000000 | TPS 8675.79 | ETA 00:09:10
Time 00:02:30 | Step 1310732 / 6000000 | TPS 8683.57 | ETA 00:09:00
Time 00:02:40 | Step 1402183 / 6000000 | TPS 9145.01 | ETA 00:08:22
Time 00:02:50 | Step 1491961 / 6000000 | TPS 8977.74 | ETA 00:08:22
Time 00:03:00 | Step 1577049 / 6000000 | TPS 8508.79 | ETA 00:08:39
Time 00:03:10 | Step 1670241 / 6000000 | TPS 9319.17 | ETA 00:07:44
Time 00:03:20 | Step 1759005 / 6000000 | TPS 8876.34 | ETA 00:07:57
Time 00:03:30 | Step 1852559 / 6000000 | TPS 9355.31 | ETA 00:07:23
Time 00:03:40 | Step 1940146 / 6000000 | TPS 8758.67 | ETA 00:07:43
Time 00:03:50 | Step 2027101 / 6000000 | TPS 8695.33 | ETA 00:07:36
Time 00:04:00 | Step 2114309 / 6000000 | TPS 8720.76 | ETA 00:07:25
Time 00:04:10 | Step 2201464 / 6000000 | TPS 8715.41 | ETA 00:07:15
Time 00:04:20 | Step 2290462 / 6000000 | TPS 8899.76 | ETA 00:06:56
Time 00:04:30 | Step 2379805 / 6000000 | TPS 8934.27 | ETA 00:06:45
Time 00:04:40 | Step 2469468 / 6000000 | TPS 8966.27 | ETA 00:06:33
Time 00:04:50 | Step 2556098 / 6000000 | TPS 8662.94 | ETA 00:06:37
Time 00:05:00 | Step 2640673 / 6000000 | TPS 8457.48 | ETA 00:06:37
Time 00:05:10 | Step 2725310 / 6000000 | TPS 8463.63 | ETA 00:06:26
Time 00:05:20 | Step 2810206 / 6000000 | TPS 8489.56 | ETA 00:06:15
Time 00:05:30 | Step 2896093 / 6000000 | TPS 8588.39 | ETA 00:06:01
Time 00:05:40 | Step 2978530 / 6000000 | TPS 8243.62 | ETA 00:06:06
Time 00:05:50 | Step 3066249 / 6000000 | TPS 8771.89 | ETA 00:05:34
Time 00:06:00 | Step 3155255 / 6000000 | TPS 8900.53 | ETA 00:05:19
Time 00:06:10 | Step 3242054 / 6000000 | TPS 8679.83 | ETA 00:05:17
Time 00:06:20 | Step 3326796 / 6000000 | TPS 8474.11 | ETA 00:05:15
Time 00:06:30 | Step 3411142 / 6000000 | TPS 8434.53 | ETA 00:05:06
Time 00:06:40 | Step 3496052 / 6000000 | TPS 8490.91 | ETA 00:04:54
Time 00:06:50 | Step 3580376 / 6000000 | TPS 8432.38 | ETA 00:04:46
Time 00:07:00 | Step 3664895 / 6000000 | TPS 8451.87 | ETA 00:04:36
Time 00:07:10 | Step 3749191 / 6000000 | TPS 8429.53 | ETA 00:04:27
Time 00:07:20 | Step 3834202 / 6000000 | TPS 8501.05 | ETA 00:04:14
Time 00:07:30 | Step 3922246 / 6000000 | TPS 8804.39 | ETA 00:03:55
Time 00:07:40 | Step 4008883 / 6000000 | TPS 8663.65 | ETA 00:03:49
Time 00:07:50 | Step 4094951 / 6000000 | TPS 8606.74 | ETA 00:03:41
Time 00:08:00 | Step 4181632 / 6000000 | TPS 8668.06 | ETA 00:03:29
Time 00:08:10 | Step 4268163 / 6000000 | TPS 8653.02 | ETA 00:03:20
Time 00:08:20 | Step 4354643 / 6000000 | TPS 8647.96 | ETA 00:03:10
Time 00:08:30 | Step 4441517 / 6000000 | TPS 8687.32 | ETA 00:02:59
Time 00:08:40 | Step 4526086 / 6000000 | TPS 8456.83 | ETA 00:02:54
Time 00:08:50 | Step 4610085 / 6000000 | TPS 8399.89 | ETA 00:02:45
Time 00:09:00 | Step 4695151 / 6000000 | TPS 8506.59 | ETA 00:02:33
Time 00:09:10 | Step 4779646 / 6000000 | TPS 8449.42 | ETA 00:02:24
Time 00:09:20 | Step 4865110 / 6000000 | TPS 8546.4 | ETA 00:02:12
Time 00:09:30 | Step 4949903 / 6000000 | TPS 8479.24 | ETA 00:02:03
Time 00:09:40 | Step 5036051 / 6000000 | TPS 8614.78 | ETA 00:01:51
Time 00:09:50 | Step 5122432 / 6000000 | TPS 8638.03 | ETA 00:01:41
Time 00:10:00 | Step 5210731 / 6000000 | TPS 8829.85 | ETA 00:01:29
