HOOMD-blue 2.9.6 CUDA (10.2) DOUBLE HPMC_MIXED TBB SSE SSE2 SSE3 
Compiled: 03/17/2021
Copyright (c) 2009-2019 The Regents of the University of Michigan.
-----
You are using HOOMD-blue. Please cite the following:
* J A Anderson, J Glaser, and S C Glotzer. "HOOMD-blue: A Python package for
  high-performance molecular dynamics and hard particle Monte Carlo
  simulations", Computational Materials Science 173 (2020) 109363
-----
HOOMD-blue is running on the following GPU(s):
 [0]  Tesla P100-PCIE-12GB  56 SM_6.0 @ 1.33 GHz, 12198 MiB DRAM, MNG
run.py:007  |  system = read_gsd("/home/erjank_project/chrisjones/pekk-msibi-final/learning-runs/single-chains/workspace/406ebab1bb7367f5094f47bcde8b8e44/components.gsd", frame=-1, time_step=0)
notice(2): Group "all" created containing 60 particles
run.py:009  |  nl = hoomd.md.nlist.tree()
-----
You are using tree neighbor lists. Please cite the following:
* M P Howard, J A Anderson, A Nikoubashman, S C Glotzer, and A Z
  Panagiotopoulos. "Efficient neighbor list calculation for molecular simulation
  of colloidal systems using graphics processing units", Computer Physics
  Communications 203 (2016) 45--52
* M P Howard, A Statt, F Madutsa, T M Truskett, and A Z Panagiotopoulos.
  "Quantized bounding volume hierarchies for neighbor search in molecular
  simulations on graphics processing units", Computational Materials Science 164
  (2019) 139--146
-----
run.py:010  |  nl.reset_exclusions(exclusions=['1-2', '1-3'])
notice(2): -- Neighborlist exclusion statistics -- :
notice(2): Particles with 2 exclusions             : 2
notice(2): Particles with 3 exclusions             : 2
notice(2): Particles with 4 exclusions             : 56
notice(2): Neighbors included by diameter          : no
notice(2): Neighbors excluded when in the same body: no
run.py:012  |  table=hoomd.md.pair.table(width=101,nlist=nl)
run.py:013  |  table.set_from_file('E', 'E', filename='/home/erjank_project/chrisjones/pekk-msibi-final/msibi-runs/pairs-6.5kT/workspace/cf6f340fd41d9f9119443c10dc659a95/E-E_final.txt')
run.py:014  |  table.set_from_file('K', 'K', filename='/home/erjank_project/chrisjones/pekk-msibi-final/msibi-runs/pairs-6.5kT/workspace/cf6f340fd41d9f9119443c10dc659a95/K-K_final.txt')
run.py:015  |  table.set_from_file('E', 'K', filename='/home/erjank_project/chrisjones/pekk-msibi-final/msibi-runs/pairs-6.5kT/workspace/cf6f340fd41d9f9119443c10dc659a95/E-K_final.txt')
run.py:016  |  harmonic_bond = hoomd.md.bond.harmonic()
run.py:017  |  harmonic_bond.bond_coeff.set('E-K', k=850, r0=1.47)
run.py:018  |  harmonic_bond.bond_coeff.set('K-K', k=1450, r0=1.53)
run.py:019  |  atable = hoomd.md.angle.table(width=200)
run.py:020  |  atable.set_from_file('E-K-K', '/home/erjank_project/chrisjones/pekk-msibi-final/msibi-runs/angles/second-run-deeper/potentials/angle_pot.E-K-K')
run.py:021  |  atable.set_from_file('K-E-K', '/home/erjank_project/chrisjones/pekk-msibi-final/msibi-runs/angles/second-run-deeper/potentials/angle_pot.K-E-K')
run.py:022  |  harmonic_dihedral = hoomd.md.dihedral.harmonic()
run.py:023  |  harmonic_dihedral.dihedral_coeff.set('E-K-K-E', k=16, d=-1, n=1, phi0=0)
run.py:024  |  harmonic_dihedral.dihedral_coeff.set('K-E-K-K', k=12, d=-1, n=1, phi0=0)
run.py:026  |  _all = hoomd.group.all()
run.py:027  |  hoomd.md.integrate.mode_standard(0.0003)
run.py:029  |  integrator = hoomd.md.integrate.nvt(group=_all, **integrator_kwargs)
run.py:000  |  
import hoomd
import hoomd.md
from hoomd.init import read_gsd

hoomd.context.initialize("")
system = read_gsd("/home/erjank_project/chrisjones/pekk-msibi-final/learning-runs/single-chains/workspace/406ebab1bb7367f5094f47bcde8b8e44/components.gsd", frame=-1, time_step=0)

nl = hoomd.md.nlist.tree()
nl.reset_exclusions(exclusions=['1-2', '1-3'])

table=hoomd.md.pair.table(width=101,nlist=nl)
table.set_from_file('E', 'E', filename='/home/erjank_project/chrisjones/pekk-msibi-final/msibi-runs/pairs-6.5kT/workspace/cf6f340fd41d9f9119443c10dc659a95/E-E_final.txt')
table.set_from_file('K', 'K', filename='/home/erjank_project/chrisjones/pekk-msibi-final/msibi-runs/pairs-6.5kT/workspace/cf6f340fd41d9f9119443c10dc659a95/K-K_final.txt')
table.set_from_file('E', 'K', filename='/home/erjank_project/chrisjones/pekk-msibi-final/msibi-runs/pairs-6.5kT/workspace/cf6f340fd41d9f9119443c10dc659a95/E-K_final.txt')
harmonic_bond = hoomd.md.bond.harmonic()
harmonic_bond.bond_coeff.set('E-K', k=850, r0=1.47)
harmonic_bond.bond_coeff.set('K-K', k=1450, r0=1.53)
atable = hoomd.md.angle.table(width=200)
atable.set_from_file('E-K-K', '/home/erjank_project/chrisjones/pekk-msibi-final/msibi-runs/angles/second-run-deeper/potentials/angle_pot.E-K-K')
atable.set_from_file('K-E-K', '/home/erjank_project/chrisjones/pekk-msibi-final/msibi-runs/angles/second-run-deeper/potentials/angle_pot.K-E-K')
harmonic_dihedral = hoomd.md.dihedral.harmonic()
harmonic_dihedral.dihedral_coeff.set('E-K-K-E', k=16, d=-1, n=1, phi0=0)
harmonic_dihedral.dihedral_coeff.set('K-E-K-K', k=12, d=-1, n=1, phi0=0)

_all = hoomd.group.all()
hoomd.md.integrate.mode_standard(0.0003)
integrator_kwargs = {'tau': 0.01, 'kT': 6.5}
integrator = hoomd.md.integrate.nvt(group=_all, **integrator_kwargs)


hoomd.dump.gsd(
run.py:040  |  hoomd.run(6000000)
notice(2): Notice: Possible typo? Force coeff phi0 is specified for type E-K-K-E, but is not used by the dihedral force
notice(2): Notice: Possible typo? Force coeff phi0 is specified for type K-E-K-K, but is not used by the dihedral force
** starting run **
Time 00:00:10 | Step 78582 / 6000000 | TPS 7858.16 | ETA 00:12:33
Time 00:00:20 | Step 161725 / 6000000 | TPS 8314.26 | ETA 00:11:42
Time 00:00:30 | Step 246658 / 6000000 | TPS 8493.21 | ETA 00:11:17
Time 00:00:40 | Step 327895 / 6000000 | TPS 8123.64 | ETA 00:11:38
Time 00:00:50 | Step 406869 / 6000000 | TPS 7897.4 | ETA 00:11:48
Time 00:01:00 | Step 486826 / 6000000 | TPS 7995.68 | ETA 00:11:29
Time 00:01:10 | Step 568693 / 6000000 | TPS 8186.62 | ETA 00:11:03
Time 00:01:20 | Step 650473 / 6000000 | TPS 8177.91 | ETA 00:10:54
Time 00:01:30 | Step 732026 / 6000000 | TPS 8155.21 | ETA 00:10:45
Time 00:01:40 | Step 812620 / 6000000 | TPS 8059.37 | ETA 00:10:43
Time 00:01:50 | Step 892279 / 6000000 | TPS 7965.89 | ETA 00:10:41
Time 00:02:00 | Step 971553 / 6000000 | TPS 7927.38 | ETA 00:10:34
Time 00:02:10 | Step 1051374 / 6000000 | TPS 7982.09 | ETA 00:10:19
Time 00:02:20 | Step 1130925 / 6000000 | TPS 7955.05 | ETA 00:10:12
Time 00:02:30 | Step 1209931 / 6000000 | TPS 7900.51 | ETA 00:10:06
Time 00:02:40 | Step 1288978 / 6000000 | TPS 7904.63 | ETA 00:09:55
Time 00:02:50 | Step 1368516 / 6000000 | TPS 7953.75 | ETA 00:09:42
Time 00:03:00 | Step 1447888 / 6000000 | TPS 7937.18 | ETA 00:09:33
Time 00:03:10 | Step 1527077 / 6000000 | TPS 7918.85 | ETA 00:09:24
Time 00:03:20 | Step 1606592 / 6000000 | TPS 7951.41 | ETA 00:09:12
Time 00:03:30 | Step 1685788 / 6000000 | TPS 7919.57 | ETA 00:09:04
Time 00:03:40 | Step 1765251 / 6000000 | TPS 7946.28 | ETA 00:08:52
Time 00:03:50 | Step 1844725 / 6000000 | TPS 7947.39 | ETA 00:08:42
Time 00:04:00 | Step 1925098 / 6000000 | TPS 8037.21 | ETA 00:08:27
Time 00:04:10 | Step 2005951 / 6000000 | TPS 8085.22 | ETA 00:08:13
Time 00:04:20 | Step 2086190 / 6000000 | TPS 8023.9 | ETA 00:08:07
Time 00:04:30 | Step 2166959 / 6000000 | TPS 8076.89 | ETA 00:07:54
Time 00:04:40 | Step 2249735 / 6000000 | TPS 8277.58 | ETA 00:07:33
Time 00:04:50 | Step 2331872 / 6000000 | TPS 8213.67 | ETA 00:07:26
Time 00:05:00 | Step 2412948 / 6000000 | TPS 8107.6 | ETA 00:07:22
Time 00:05:10 | Step 2494339 / 6000000 | TPS 8139.1 | ETA 00:07:10
Time 00:05:20 | Step 2574030 / 6000000 | TPS 7969.02 | ETA 00:07:09
Time 00:05:30 | Step 2653207 / 6000000 | TPS 7917.61 | ETA 00:07:02
Time 00:05:40 | Step 2732714 / 6000000 | TPS 7950.63 | ETA 00:06:50
Time 00:05:50 | Step 2812439 / 6000000 | TPS 7972.49 | ETA 00:06:39
Time 00:06:00 | Step 2893904 / 6000000 | TPS 8146.49 | ETA 00:06:21
Time 00:06:10 | Step 2973310 / 6000000 | TPS 7940.56 | ETA 00:06:21
Time 00:06:20 | Step 3052878 / 6000000 | TPS 7956.79 | ETA 00:06:10
Time 00:06:30 | Step 3132225 / 6000000 | TPS 7934.64 | ETA 00:06:01
Time 00:06:40 | Step 3211615 / 6000000 | TPS 7938.95 | ETA 00:05:51
Time 00:06:50 | Step 3291200 / 6000000 | TPS 7958.4 | ETA 00:05:40
Time 00:07:00 | Step 3371027 / 6000000 | TPS 7982.66 | ETA 00:05:29
Time 00:07:10 | Step 3450805 / 6000000 | TPS 7977.45 | ETA 00:05:19
Time 00:07:20 | Step 3531622 / 6000000 | TPS 8081.69 | ETA 00:05:05
Time 00:07:30 | Step 3612503 / 6000000 | TPS 8088.04 | ETA 00:04:55
Time 00:07:40 | Step 3691695 / 6000000 | TPS 7919.16 | ETA 00:04:51
Time 00:07:50 | Step 3772775 / 6000000 | TPS 8107.97 | ETA 00:04:34
Time 00:08:00 | Step 3853036 / 6000000 | TPS 8026.05 | ETA 00:04:27
Time 00:08:10 | Step 3933038 / 6000000 | TPS 8000.11 | ETA 00:04:18
Time 00:08:20 | Step 4012621 / 6000000 | TPS 7958.25 | ETA 00:04:09
Time 00:08:30 | Step 4093221 / 6000000 | TPS 8059.92 | ETA 00:03:56
Time 00:08:40 | Step 4173629 / 6000000 | TPS 8040.71 | ETA 00:03:47
Time 00:08:50 | Step 4253170 / 6000000 | TPS 7954.06 | ETA 00:03:39
Time 00:09:00 | Step 4333013 / 6000000 | TPS 7984.22 | ETA 00:03:28
Time 00:09:10 | Step 4413557 / 6000000 | TPS 8054.36 | ETA 00:03:16
Time 00:09:20 | Step 4492596 / 6000000 | TPS 7903.81 | ETA 00:03:10
Time 00:09:30 | Step 4572524 / 6000000 | TPS 7992.78 | ETA 00:02:58
Time 00:09:40 | Step 4652046 / 6000000 | TPS 7952.14 | ETA 00:02:49
Time 00:09:50 | Step 4732539 / 6000000 | TPS 8049.26 | ETA 00:02:37
Time 00:10:00 | Step 4813149 / 6000000 | TPS 8060.98 | ETA 00:02:27
