HOOMD-blue 2.9.6 CUDA (10.2) DOUBLE HPMC_MIXED TBB SSE SSE2 SSE3 
Compiled: 03/17/2021
Copyright (c) 2009-2019 The Regents of the University of Michigan.
-----
You are using HOOMD-blue. Please cite the following:
* J A Anderson, J Glaser, and S C Glotzer. "HOOMD-blue: A Python package for
  high-performance molecular dynamics and hard particle Monte Carlo
  simulations", Computational Materials Science 173 (2020) 109363
-----
HOOMD-blue is running on the following GPU(s):
 [0]  Tesla P100-PCIE-12GB  56 SM_6.0 @ 1.33 GHz, 12198 MiB DRAM, MNG
run.py:007  |  system = read_gsd("/home/erjank_project/chrisjones/pekk-msibi-final/learning-runs/single-chains/workspace/38e28bcc5ef00d32fd078c86ad2807ba/components.gsd", frame=-1, time_step=0)
notice(2): Group "all" created containing 60 particles
run.py:009  |  nl = hoomd.md.nlist.tree()
-----
You are using tree neighbor lists. Please cite the following:
* M P Howard, J A Anderson, A Nikoubashman, S C Glotzer, and A Z
  Panagiotopoulos. "Efficient neighbor list calculation for molecular simulation
  of colloidal systems using graphics processing units", Computer Physics
  Communications 203 (2016) 45--52
* M P Howard, A Statt, F Madutsa, T M Truskett, and A Z Panagiotopoulos.
  "Quantized bounding volume hierarchies for neighbor search in molecular
  simulations on graphics processing units", Computational Materials Science 164
  (2019) 139--146
-----
run.py:010  |  nl.reset_exclusions(exclusions=['1-2', '1-3'])
notice(2): -- Neighborlist exclusion statistics -- :
notice(2): Particles with 2 exclusions             : 2
notice(2): Particles with 3 exclusions             : 2
notice(2): Particles with 4 exclusions             : 56
notice(2): Neighbors included by diameter          : no
notice(2): Neighbors excluded when in the same body: no
run.py:012  |  table=hoomd.md.pair.table(width=101,nlist=nl)
run.py:013  |  table.set_from_file('E', 'E', filename='/home/erjank_project/chrisjones/pekk-msibi-final/msibi-runs/pairs-6.5kT/workspace/b0a23d31f30e96810cc01f23a4fe909f/E-E_final.txt')
run.py:014  |  table.set_from_file('K', 'K', filename='/home/erjank_project/chrisjones/pekk-msibi-final/msibi-runs/pairs-6.5kT/workspace/b0a23d31f30e96810cc01f23a4fe909f/K-K_final.txt')
run.py:015  |  table.set_from_file('E', 'K', filename='/home/erjank_project/chrisjones/pekk-msibi-final/msibi-runs/pairs-6.5kT/workspace/b0a23d31f30e96810cc01f23a4fe909f/E-K_final.txt')
run.py:016  |  harmonic_bond = hoomd.md.bond.harmonic()
run.py:017  |  harmonic_bond.bond_coeff.set('E-K', k=850, r0=1.47)
run.py:018  |  harmonic_bond.bond_coeff.set('K-K', k=1450, r0=1.53)
run.py:019  |  atable = hoomd.md.angle.table(width=200)
run.py:020  |  atable.set_from_file('E-K-K', '/home/erjank_project/chrisjones/pekk-msibi-final/msibi-runs/angles/second-run-shallower/potentials/angle_pot.E-K-K')
run.py:021  |  atable.set_from_file('K-E-K', '/home/erjank_project/chrisjones/pekk-msibi-final/msibi-runs/angles/second-run-shallower/potentials/angle_pot.K-E-K')
run.py:022  |  harmonic_dihedral = hoomd.md.dihedral.harmonic()
run.py:023  |  harmonic_dihedral.dihedral_coeff.set('E-K-K-E', k=16, d=-1, n=1, phi0=0)
run.py:024  |  harmonic_dihedral.dihedral_coeff.set('K-E-K-K', k=12, d=-1, n=1, phi0=0)
run.py:026  |  _all = hoomd.group.all()
run.py:027  |  hoomd.md.integrate.mode_standard(0.0003)
run.py:029  |  integrator = hoomd.md.integrate.nvt(group=_all, **integrator_kwargs)
run.py:000  |  
import hoomd
import hoomd.md
from hoomd.init import read_gsd

hoomd.context.initialize("")
system = read_gsd("/home/erjank_project/chrisjones/pekk-msibi-final/learning-runs/single-chains/workspace/38e28bcc5ef00d32fd078c86ad2807ba/components.gsd", frame=-1, time_step=0)

nl = hoomd.md.nlist.tree()
nl.reset_exclusions(exclusions=['1-2', '1-3'])

table=hoomd.md.pair.table(width=101,nlist=nl)
table.set_from_file('E', 'E', filename='/home/erjank_project/chrisjones/pekk-msibi-final/msibi-runs/pairs-6.5kT/workspace/b0a23d31f30e96810cc01f23a4fe909f/E-E_final.txt')
table.set_from_file('K', 'K', filename='/home/erjank_project/chrisjones/pekk-msibi-final/msibi-runs/pairs-6.5kT/workspace/b0a23d31f30e96810cc01f23a4fe909f/K-K_final.txt')
table.set_from_file('E', 'K', filename='/home/erjank_project/chrisjones/pekk-msibi-final/msibi-runs/pairs-6.5kT/workspace/b0a23d31f30e96810cc01f23a4fe909f/E-K_final.txt')
harmonic_bond = hoomd.md.bond.harmonic()
harmonic_bond.bond_coeff.set('E-K', k=850, r0=1.47)
harmonic_bond.bond_coeff.set('K-K', k=1450, r0=1.53)
atable = hoomd.md.angle.table(width=200)
atable.set_from_file('E-K-K', '/home/erjank_project/chrisjones/pekk-msibi-final/msibi-runs/angles/second-run-shallower/potentials/angle_pot.E-K-K')
atable.set_from_file('K-E-K', '/home/erjank_project/chrisjones/pekk-msibi-final/msibi-runs/angles/second-run-shallower/potentials/angle_pot.K-E-K')
harmonic_dihedral = hoomd.md.dihedral.harmonic()
harmonic_dihedral.dihedral_coeff.set('E-K-K-E', k=16, d=-1, n=1, phi0=0)
harmonic_dihedral.dihedral_coeff.set('K-E-K-K', k=12, d=-1, n=1, phi0=0)

_all = hoomd.group.all()
hoomd.md.integrate.mode_standard(0.0003)
integrator_kwargs = {'tau': 0.01, 'kT': 6.5}
integrator = hoomd.md.integrate.nvt(group=_all, **integrator_kwargs)


hoomd.dump.gsd(
run.py:040  |  hoomd.run(6000000)
notice(2): Notice: Possible typo? Force coeff phi0 is specified for type E-K-K-E, but is not used by the dihedral force
notice(2): Notice: Possible typo? Force coeff phi0 is specified for type K-E-K-K, but is not used by the dihedral force
** starting run **
Time 00:00:10 | Step 87867 / 6000000 | TPS 8786.61 | ETA 00:11:12
Time 00:00:20 | Step 183795 / 6000000 | TPS 9592.72 | ETA 00:10:06
Time 00:00:30 | Step 275568 / 6000000 | TPS 9177.28 | ETA 00:10:23
Time 00:00:40 | Step 361414 / 6000000 | TPS 8584.32 | ETA 00:10:56
Time 00:00:50 | Step 448267 / 6000000 | TPS 8685.21 | ETA 00:10:39
Time 00:01:00 | Step 534980 / 6000000 | TPS 8671.24 | ETA 00:10:30
Time 00:01:10 | Step 628049 / 6000000 | TPS 9306.85 | ETA 00:09:37
Time 00:01:20 | Step 713776 / 6000000 | TPS 8572.6 | ETA 00:10:16
Time 00:01:30 | Step 799824 / 6000000 | TPS 8604.79 | ETA 00:10:04
Time 00:01:40 | Step 886773 / 6000000 | TPS 8694.88 | ETA 00:09:48
Time 00:01:50 | Step 972193 / 6000000 | TPS 8541.99 | ETA 00:09:48
Time 00:02:00 | Step 1058213 / 6000000 | TPS 8601.96 | ETA 00:09:34
Time 00:02:10 | Step 1145941 / 6000000 | TPS 8772.73 | ETA 00:09:13
Time 00:02:20 | Step 1231011 / 6000000 | TPS 8506.98 | ETA 00:09:20
Time 00:02:30 | Step 1318387 / 6000000 | TPS 8737.51 | ETA 00:08:55
Time 00:02:40 | Step 1403558 / 6000000 | TPS 8517.01 | ETA 00:08:59
Time 00:02:50 | Step 1488464 / 6000000 | TPS 8490.52 | ETA 00:08:51
Time 00:03:00 | Step 1573545 / 6000000 | TPS 8508.03 | ETA 00:08:40
Time 00:03:10 | Step 1659884 / 6000000 | TPS 8633.83 | ETA 00:08:22
Time 00:03:20 | Step 1747762 / 6000000 | TPS 8787.72 | ETA 00:08:03
Time 00:03:30 | Step 1834616 / 6000000 | TPS 8685.37 | ETA 00:07:59
Time 00:03:40 | Step 1920304 / 6000000 | TPS 8568.79 | ETA 00:07:56
Time 00:03:50 | Step 2009348 / 6000000 | TPS 8904.4 | ETA 00:07:28
Time 00:04:00 | Step 2099061 / 6000000 | TPS 8971.3 | ETA 00:07:14
Time 00:04:10 | Step 2184274 / 6000000 | TPS 8521.29 | ETA 00:07:27
Time 00:04:20 | Step 2271101 / 6000000 | TPS 8682.63 | ETA 00:07:09
Time 00:04:30 | Step 2357532 / 6000000 | TPS 8643.02 | ETA 00:07:01
Time 00:04:40 | Step 2443461 / 6000000 | TPS 8592.83 | ETA 00:06:53
Time 00:04:50 | Step 2531149 / 6000000 | TPS 8768.74 | ETA 00:06:35
Time 00:05:00 | Step 2617320 / 6000000 | TPS 8617.08 | ETA 00:06:32
Time 00:05:10 | Step 2702170 / 6000000 | TPS 8484.91 | ETA 00:06:28
Time 00:05:20 | Step 2790092 / 6000000 | TPS 8792.16 | ETA 00:06:05
Time 00:05:30 | Step 2875289 / 6000000 | TPS 8519.66 | ETA 00:06:06
Time 00:05:40 | Step 2960823 / 6000000 | TPS 8553.34 | ETA 00:05:55
Time 00:05:50 | Step 3046656 / 6000000 | TPS 8583.28 | ETA 00:05:44
Time 00:06:00 | Step 3133168 / 6000000 | TPS 8651.19 | ETA 00:05:31
Time 00:06:10 | Step 3220189 / 6000000 | TPS 8702.03 | ETA 00:05:19
Time 00:06:20 | Step 3305439 / 6000000 | TPS 8524.98 | ETA 00:05:16
Time 00:06:30 | Step 3392540 / 6000000 | TPS 8710.01 | ETA 00:04:59
Time 00:06:40 | Step 3481516 / 6000000 | TPS 8897.55 | ETA 00:04:43
Time 00:06:50 | Step 3571305 / 6000000 | TPS 8978.81 | ETA 00:04:30
Time 00:07:00 | Step 3657992 / 6000000 | TPS 8668.64 | ETA 00:04:30
Time 00:07:10 | Step 3744808 / 6000000 | TPS 8681.53 | ETA 00:04:19
Time 00:07:20 | Step 3830921 / 6000000 | TPS 8611.29 | ETA 00:04:11
Time 00:07:30 | Step 3921698 / 6000000 | TPS 9077.64 | ETA 00:03:48
Time 00:07:40 | Step 4015255 / 6000000 | TPS 9355.63 | ETA 00:03:32
Time 00:07:50 | Step 4107446 / 6000000 | TPS 9219.09 | ETA 00:03:25
Time 00:08:00 | Step 4199320 / 6000000 | TPS 9187.36 | ETA 00:03:15
Time 00:08:10 | Step 4285774 / 6000000 | TPS 8645.32 | ETA 00:03:18
Time 00:08:20 | Step 4369501 / 6000000 | TPS 8372.07 | ETA 00:03:14
Time 00:08:30 | Step 4455623 / 6000000 | TPS 8612.15 | ETA 00:02:59
Time 00:08:40 | Step 4540622 / 6000000 | TPS 8499.81 | ETA 00:02:51
Time 00:08:50 | Step 4627074 / 6000000 | TPS 8645.18 | ETA 00:02:38
Time 00:09:00 | Step 4713617 / 6000000 | TPS 8654.23 | ETA 00:02:28
Time 00:09:10 | Step 4802857 / 6000000 | TPS 8923.98 | ETA 00:02:14
Time 00:09:20 | Step 4893257 / 6000000 | TPS 9039.91 | ETA 00:02:02
Time 00:09:30 | Step 4981869 / 6000000 | TPS 8861.13 | ETA 00:01:54
Time 00:09:40 | Step 5074183 / 6000000 | TPS 9231.34 | ETA 00:01:40
Time 00:09:50 | Step 5161991 / 6000000 | TPS 8780.74 | ETA 00:01:35
Time 00:10:00 | Step 5251462 / 6000000 | TPS 8947.06 | ETA 00:01:23
