HOOMD-blue 2.9.6 CUDA (10.2) DOUBLE HPMC_MIXED TBB SSE SSE2 SSE3 
Compiled: 03/17/2021
Copyright (c) 2009-2019 The Regents of the University of Michigan.
-----
You are using HOOMD-blue. Please cite the following:
* J A Anderson, J Glaser, and S C Glotzer. "HOOMD-blue: A Python package for
  high-performance molecular dynamics and hard particle Monte Carlo
  simulations", Computational Materials Science 173 (2020) 109363
-----
HOOMD-blue is running on the following GPU(s):
 [0]  Tesla P100-PCIE-12GB  56 SM_6.0 @ 1.33 GHz, 12198 MiB DRAM, MNG
run.py:007  |  system = read_gsd("/home/erjank_project/chrisjones/pekk-msibi-final/learning-runs/single-chains/workspace/38e28bcc5ef00d32fd078c86ad2807ba/components.gsd", frame=-1, time_step=0)
notice(2): Group "all" created containing 60 particles
run.py:009  |  nl = hoomd.md.nlist.tree()
-----
You are using tree neighbor lists. Please cite the following:
* M P Howard, J A Anderson, A Nikoubashman, S C Glotzer, and A Z
  Panagiotopoulos. "Efficient neighbor list calculation for molecular simulation
  of colloidal systems using graphics processing units", Computer Physics
  Communications 203 (2016) 45--52
* M P Howard, A Statt, F Madutsa, T M Truskett, and A Z Panagiotopoulos.
  "Quantized bounding volume hierarchies for neighbor search in molecular
  simulations on graphics processing units", Computational Materials Science 164
  (2019) 139--146
-----
run.py:010  |  nl.reset_exclusions(exclusions=['1-2', '1-3'])
notice(2): -- Neighborlist exclusion statistics -- :
notice(2): Particles with 2 exclusions             : 2
notice(2): Particles with 3 exclusions             : 2
notice(2): Particles with 4 exclusions             : 56
notice(2): Neighbors included by diameter          : no
notice(2): Neighbors excluded when in the same body: no
run.py:012  |  table=hoomd.md.pair.table(width=101,nlist=nl)
run.py:013  |  table.set_from_file('E', 'E', filename='/home/erjank_project/chrisjones/pekk-msibi-final/msibi-runs/pairs-6.5kT/workspace/b0a23d31f30e96810cc01f23a4fe909f/E-E_final.txt')
run.py:014  |  table.set_from_file('K', 'K', filename='/home/erjank_project/chrisjones/pekk-msibi-final/msibi-runs/pairs-6.5kT/workspace/b0a23d31f30e96810cc01f23a4fe909f/K-K_final.txt')
run.py:015  |  table.set_from_file('E', 'K', filename='/home/erjank_project/chrisjones/pekk-msibi-final/msibi-runs/pairs-6.5kT/workspace/b0a23d31f30e96810cc01f23a4fe909f/E-K_final.txt')
run.py:016  |  harmonic_bond = hoomd.md.bond.harmonic()
run.py:017  |  harmonic_bond.bond_coeff.set('E-K', k=850, r0=1.47)
run.py:018  |  harmonic_bond.bond_coeff.set('K-K', k=1450, r0=1.53)
run.py:019  |  atable = hoomd.md.angle.table(width=200)
run.py:020  |  atable.set_from_file('E-K-K', '/home/erjank_project/chrisjones/pekk-msibi-final/msibi-runs/angles/second-run-shallower/potentials/angle_pot.E-K-K')
run.py:021  |  atable.set_from_file('K-E-K', '/home/erjank_project/chrisjones/pekk-msibi-final/msibi-runs/angles/second-run-shallower/potentials/angle_pot.K-E-K')
run.py:022  |  harmonic_dihedral = hoomd.md.dihedral.harmonic()
run.py:023  |  harmonic_dihedral.dihedral_coeff.set('E-K-K-E', k=16, d=-1, n=1, phi0=0)
run.py:024  |  harmonic_dihedral.dihedral_coeff.set('K-E-K-K', k=12, d=-1, n=1, phi0=0)
run.py:026  |  _all = hoomd.group.all()
run.py:027  |  hoomd.md.integrate.mode_standard(0.0003)
run.py:029  |  integrator = hoomd.md.integrate.nvt(group=_all, **integrator_kwargs)
run.py:000  |  
import hoomd
import hoomd.md
from hoomd.init import read_gsd

hoomd.context.initialize("")
system = read_gsd("/home/erjank_project/chrisjones/pekk-msibi-final/learning-runs/single-chains/workspace/38e28bcc5ef00d32fd078c86ad2807ba/components.gsd", frame=-1, time_step=0)

nl = hoomd.md.nlist.tree()
nl.reset_exclusions(exclusions=['1-2', '1-3'])

table=hoomd.md.pair.table(width=101,nlist=nl)
table.set_from_file('E', 'E', filename='/home/erjank_project/chrisjones/pekk-msibi-final/msibi-runs/pairs-6.5kT/workspace/b0a23d31f30e96810cc01f23a4fe909f/E-E_final.txt')
table.set_from_file('K', 'K', filename='/home/erjank_project/chrisjones/pekk-msibi-final/msibi-runs/pairs-6.5kT/workspace/b0a23d31f30e96810cc01f23a4fe909f/K-K_final.txt')
table.set_from_file('E', 'K', filename='/home/erjank_project/chrisjones/pekk-msibi-final/msibi-runs/pairs-6.5kT/workspace/b0a23d31f30e96810cc01f23a4fe909f/E-K_final.txt')
harmonic_bond = hoomd.md.bond.harmonic()
harmonic_bond.bond_coeff.set('E-K', k=850, r0=1.47)
harmonic_bond.bond_coeff.set('K-K', k=1450, r0=1.53)
atable = hoomd.md.angle.table(width=200)
atable.set_from_file('E-K-K', '/home/erjank_project/chrisjones/pekk-msibi-final/msibi-runs/angles/second-run-shallower/potentials/angle_pot.E-K-K')
atable.set_from_file('K-E-K', '/home/erjank_project/chrisjones/pekk-msibi-final/msibi-runs/angles/second-run-shallower/potentials/angle_pot.K-E-K')
harmonic_dihedral = hoomd.md.dihedral.harmonic()
harmonic_dihedral.dihedral_coeff.set('E-K-K-E', k=16, d=-1, n=1, phi0=0)
harmonic_dihedral.dihedral_coeff.set('K-E-K-K', k=12, d=-1, n=1, phi0=0)

_all = hoomd.group.all()
hoomd.md.integrate.mode_standard(0.0003)
integrator_kwargs = {'tau': 0.01, 'kT': 6.5}
integrator = hoomd.md.integrate.nvt(group=_all, **integrator_kwargs)


hoomd.dump.gsd(
run.py:040  |  hoomd.run(6000000)
notice(2): Notice: Possible typo? Force coeff phi0 is specified for type E-K-K-E, but is not used by the dihedral force
notice(2): Notice: Possible typo? Force coeff phi0 is specified for type K-E-K-K, but is not used by the dihedral force
** starting run **
Time 00:00:10 | Step 87312 / 6000000 | TPS 8731.13 | ETA 00:11:17
Time 00:00:20 | Step 173764 / 6000000 | TPS 8645.12 | ETA 00:11:13
Time 00:00:30 | Step 263401 / 6000000 | TPS 8963.29 | ETA 00:10:40
Time 00:00:40 | Step 350536 / 6000000 | TPS 8713.48 | ETA 00:10:48
Time 00:00:50 | Step 437635 / 6000000 | TPS 8709.89 | ETA 00:10:38
Time 00:01:00 | Step 523645 / 6000000 | TPS 8600.95 | ETA 00:10:36
Time 00:01:10 | Step 610846 / 6000000 | TPS 8720.09 | ETA 00:10:18
Time 00:01:20 | Step 696694 / 6000000 | TPS 8584.8 | ETA 00:10:17
Time 00:01:30 | Step 784249 / 6000000 | TPS 8755.42 | ETA 00:09:55
Time 00:01:40 | Step 869903 / 6000000 | TPS 8565.33 | ETA 00:09:58
Time 00:01:50 | Step 960398 / 6000000 | TPS 9049.43 | ETA 00:09:16
Time 00:02:00 | Step 1050735 / 6000000 | TPS 9033.64 | ETA 00:09:07
Time 00:02:10 | Step 1139630 / 6000000 | TPS 8889.41 | ETA 00:09:06
Time 00:02:20 | Step 1231312 / 6000000 | TPS 9168.2 | ETA 00:08:40
Time 00:02:30 | Step 1317108 / 6000000 | TPS 8579.51 | ETA 00:09:05
Time 00:02:40 | Step 1406002 / 6000000 | TPS 8889.37 | ETA 00:08:36
Time 00:02:50 | Step 1492484 / 6000000 | TPS 8648.2 | ETA 00:08:41
Time 00:03:00 | Step 1577867 / 6000000 | TPS 8538.26 | ETA 00:08:37
Time 00:03:10 | Step 1664275 / 6000000 | TPS 8640.74 | ETA 00:08:21
Time 00:03:20 | Step 1749575 / 6000000 | TPS 8529.98 | ETA 00:08:18
Time 00:03:30 | Step 1836559 / 6000000 | TPS 8698.4 | ETA 00:07:58
Time 00:03:40 | Step 1926338 / 6000000 | TPS 8977.81 | ETA 00:07:33
Time 00:03:50 | Step 2013912 / 6000000 | TPS 8757.34 | ETA 00:07:35
Time 00:04:00 | Step 2100535 / 6000000 | TPS 8662.28 | ETA 00:07:30
Time 00:04:10 | Step 2188192 / 6000000 | TPS 8765.67 | ETA 00:07:14
Time 00:04:20 | Step 2272608 / 6000000 | TPS 8441.6 | ETA 00:07:21
Time 00:04:30 | Step 2358271 / 6000000 | TPS 8566.27 | ETA 00:07:05
Time 00:04:40 | Step 2446731 / 6000000 | TPS 8845.97 | ETA 00:06:41
Time 00:04:50 | Step 2532979 / 6000000 | TPS 8624.75 | ETA 00:06:41
Time 00:05:00 | Step 2622378 / 6000000 | TPS 8939.85 | ETA 00:06:17
Time 00:05:10 | Step 2711444 / 6000000 | TPS 8906.54 | ETA 00:06:09
Time 00:05:20 | Step 2802807 / 6000000 | TPS 9136.2 | ETA 00:05:49
Time 00:05:30 | Step 2888951 / 6000000 | TPS 8614.37 | ETA 00:06:01
Time 00:05:40 | Step 2972470 / 6000000 | TPS 8351.81 | ETA 00:06:02
Time 00:05:50 | Step 3058501 / 6000000 | TPS 8603.06 | ETA 00:05:41
Time 00:06:00 | Step 3145634 / 6000000 | TPS 8713.22 | ETA 00:05:27
Time 00:06:10 | Step 3232883 / 6000000 | TPS 8724.86 | ETA 00:05:17
Time 00:06:20 | Step 3320691 / 6000000 | TPS 8780.72 | ETA 00:05:05
Time 00:06:30 | Step 3410855 / 6000000 | TPS 9016.33 | ETA 00:04:47
Time 00:06:40 | Step 3499533 / 6000000 | TPS 8867.78 | ETA 00:04:41
Time 00:06:50 | Step 3585507 / 6000000 | TPS 8597.32 | ETA 00:04:40
Time 00:07:00 | Step 3671211 / 6000000 | TPS 8570.32 | ETA 00:04:31
Time 00:07:10 | Step 3756256 / 6000000 | TPS 8504.48 | ETA 00:04:23
Time 00:07:20 | Step 3841801 / 6000000 | TPS 8553.97 | ETA 00:04:12
Time 00:07:30 | Step 3932046 / 6000000 | TPS 9024.46 | ETA 00:03:49
Time 00:07:40 | Step 4019552 / 6000000 | TPS 8750.56 | ETA 00:03:46
Time 00:07:50 | Step 4103664 / 6000000 | TPS 8411.12 | ETA 00:03:45
Time 00:08:00 | Step 4189791 / 6000000 | TPS 8612.62 | ETA 00:03:30
Time 00:08:10 | Step 4275530 / 6000000 | TPS 8573.86 | ETA 00:03:21
Time 00:08:20 | Step 4359243 / 6000000 | TPS 8371.24 | ETA 00:03:15
Time 00:08:30 | Step 4447467 / 6000000 | TPS 8822.33 | ETA 00:02:55
Time 00:08:40 | Step 4533821 / 6000000 | TPS 8635.37 | ETA 00:02:49
Time 00:08:50 | Step 4620431 / 6000000 | TPS 8660.98 | ETA 00:02:39
Time 00:09:00 | Step 4713341 / 6000000 | TPS 9291 | ETA 00:02:18
Time 00:09:10 | Step 4803334 / 6000000 | TPS 8999.3 | ETA 00:02:12
Time 00:09:20 | Step 4889183 / 6000000 | TPS 8584.8 | ETA 00:02:09
Time 00:09:30 | Step 4976840 / 6000000 | TPS 8765.63 | ETA 00:01:56
Time 00:09:40 | Step 5073034 / 6000000 | TPS 9619.35 | ETA 00:01:36
Time 00:09:50 | Step 5161204 / 6000000 | TPS 8816.98 | ETA 00:01:35
Time 00:10:00 | Step 5254011 / 6000000 | TPS 9280.66 | ETA 00:01:20
